StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q3,Q3_16_TEXT,Q4,Q4_13_TEXT,Q7,Q8,Q9,Q9_8_TEXT,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Path1-LaborVisibility_DO
2022-01-07 13:42:57,2022-01-07 14:23:06,0,100,2408,1,2022-01-07 14:23:06,R_21H9ytJaoQj4A7L,anonymous,EN,16,Cloud Infrastructure,"5,6,12",,4,4,"1,2,3,5,7",,5,20,4,2,5,30,"(1) collection of contribution information was automated (git logs, etc.) so that few/no people were forgotten  (2) combination of announced credit (blogs/social media) and automated credit (changelogs) maximizes visbility (3) making assigning credit a documented task (4) special bonus programs (badges, ambassadors, contributor prizes)","Some people are less likely to receive credit based on timezone/location.  For example, when Americans are giving out special credit, they tend to forget about Asians because they don't see them in meetings a lot.  Also, company loyalty messed up crediting people on multiple occasions.","The project I'm currently working on has specific credit programs to ensure that people get credit.  Most open source projects do not have these, which results in a lot of people doing uncredited work (and eventually leaving).  Also, projects that don't have a strong social/media presence struggle to give credit to contributors in any visible way, since nobody outside the project notices.",Q28|Q11|Q12|Q13
2022-01-07 14:32:52,2022-01-07 14:35:37,0,100,165,1,2022-01-07 14:35:37,R_1N4Zv9tTdUXZah2,anonymous,EN,"17,12,15",,"5,6,12",,3,3,8,"Chat messages ",4,19,3,4,3,30,,,,Q28|Q13|Q12|Q11
2022-01-07 16:15:34,2022-01-07 16:20:27,0,100,293,1,2022-01-07 16:20:27,R_2pSq1fx2UcoTMHs,anonymous,EN,7,,12,,5,4,,,4,20,4,4,4,31,,,,Q28|Q13|Q12|Q11
2022-01-09 08:13:47,2022-01-09 08:16:33,0,100,165,1,2022-01-09 08:16:33,R_33eWpKJdFt9XRbv,anonymous,EN,"10,17,11,13",,12,,6,6,"1,6",,4,20,4,2,4,31,,,,Q28|Q13|Q12|Q11
2022-01-10 14:01:25,2022-01-10 14:04:02,0,100,156,1,2022-01-10 14:04:02,R_1C4poL1KbChOmEe,anonymous,EN,"9,10,17,11,13,14,15",,"4,6,7,11,12",,2,2,"1,2,3,5",,2,18,2,4,2,31,,,,Q28|Q13|Q12|Q11
2022-01-10 14:23:22,2022-01-10 14:26:08,0,100,165,1,2022-01-10 14:26:08,R_12SaPdI7m4rRSOG,anonymous,EN,"9,17,11,12",,12,,5,4,"1,2",,3,20,4,2,4,31,,,,Q28|Q13|Q12|Q11
2022-01-10 14:21:39,2022-01-10 14:27:10,0,100,330,1,2022-01-10 14:27:10,R_1qfVMBdTWwFT6ix,anonymous,EN,"8,10,17,11,12,14,15",,"7,14,12",,2,2,5,,4,17,2,4,3,30,People were genuine in the feedback,"Social media is ephemeral might  be nice to be able to have something ",,Q28|Q13|Q12|Q11
2022-01-10 14:41:20,2022-01-10 14:44:58,0,100,217,1,2022-01-10 14:44:58,R_3hApOnLea3h01XN,anonymous,EN,"17,11,16",Language Static Analysis Tools,"5,14,12",,2,2,"1,2,3,5",,3,19,4,3,3,30,,,,Q28|Q11|Q12|Q13
2022-01-10 14:43:02,2022-01-10 14:45:32,0,100,149,1,2022-01-10 14:45:33,R_1eDZsEpcFc4Ox2d,anonymous,EN,17,,"6,12",,2,3,"1,3,5,6,7",,3,19,4,4,3,29,,,,Q28|Q11|Q12|Q13
2022-01-10 14:46:28,2022-01-10 14:49:25,0,100,176,1,2022-01-10 14:49:25,R_BKQJ8GTm7Fhab7P,anonymous,EN,"12,14",,"8,12",,1,1,,,,,,,5,28,Credit works when there's a small group and the project is small.,"Too many projects give credit to a small group, making it hard for the project to bring in new people.",,
2022-01-10 14:48:14,2022-01-10 14:50:55,0,100,161,1,2022-01-10 14:50:56,R_2xK3scC0Y1U694x,anonymous,EN,"17,15",,"4,5,7,14,10,12",,3,3,"1,2,3,4,7",,4,19,4,3,4,30,,,,Q28|Q13|Q12|Q11
2022-01-10 14:47:50,2022-01-10 14:52:50,0,100,300,1,2022-01-10 14:52:51,R_2CNZsspdu2U5h48,anonymous,EN,"17,11,12",,"7,10,12",,1,1,,,,,,,5,28,Notifications to the mailing list.,"I mean if they gave credit, it worked. Why would I complain about how WELL someone did it. That seems a bit narcissistic. It's the effort of recognition, not the results that count.","If you come across anyone contributing to open source where recognition is important, they are the problem with open source. I contribute because I want to, because I need the feature, or because I want to see if I can do something. That's how OS started. I stop contributing when I want to for my own reasons, not because I'm not getting enough street cred or recognition.  ",
2022-01-10 14:57:57,2022-01-10 14:59:04,0,100,66,1,2022-01-10 14:59:04,R_5hYnSvDvWWQUWlP,anonymous,EN,"7,17,11,12",,"6,13",,1,1,,,,,,,3,29,,,,
2022-01-10 15:09:12,2022-01-10 15:21:42,0,100,749,1,2022-01-10 15:21:42,R_2txqRWyrG6VQD2B,anonymous,EN,"8,11",,13,Development tooling,4,4,"5,8",Commit messages,4,20,3,2,4,29,"Most of my contributions have been for (a few sub-components of) a single project that has a norm of crediting the original contributor of the patch, the original reporter of the problem it addresses (if not the same), and any reviewers (along with contributions they made) in the commit message.  This is easy to keep up and accessible for everyone involved, and scales well across a large project with both a lot of minor contributors and a reasonable number of people focused on specific areas.","I have no complaints; however, if I wanted an automatically maintained list of things I'd been credited for, the existing tooling (that I'm aware of) doesn't support that.
Using commit messages to track credits also does not support tracking the relative impact of contributions without also reading the associated patch, which is another thing that would not lend itself well to automation.",,Q28|Q13|Q12|Q11
2022-01-10 15:31:31,2022-01-10 15:36:08,0,100,276,1,2022-01-10 15:36:08,R_3koypXljR3HOJ7b,anonymous,EN,13,,13,Management of the project itself,2,2,3,,2,21,5,1,2,31,"It was genuinely expressed, in a variety of media, by people visible in the project.","(A different project). Credit was intermittent, inconsistent, and not well-thought out when it was given.",,Q28|Q11|Q12|Q13
2022-01-10 15:00:28,2022-01-10 16:05:41,0,100,3913,1,2022-01-10 16:05:41,R_x5BPOeVOfS6ng2d,anonymous,EN,"10,11,12,15",,"4,5,7,12",,3,4,"1,3,6",,4,19,4,3,3,30,When they included someone no matter how small the work was (e.g. testing and/or writing the patch in the ticket resulted in being marked as a contributor).,"When they didn't at all. I made my first contribution to a browser and I was hoping to be listed anywhere, even if buried in some page of the browser's system that no one ever finds organically.","While including code contributors is important, it's also very important to include the original bug reporter, those that verified the bug, validated the fix, updated documentation, etc.",Q28|Q13|Q12|Q11
2022-01-10 15:14:47,2022-01-10 16:58:43,0,100,6235,1,2022-01-10 16:58:43,R_26h9kKxKX4neDgA,anonymous,EN,"9,10,17,11,12,15",,"4,5,14,11",,4,4,"2,3,5,6",,4,20,3,3,4,32,The personal touch. An actual human commenting/noting a contribution is much more personally significant than an automated tool that merely collates automated metrics.,"When credit mechanisms are arbitrary or completely automated. Completely automated tools don't feel like your efforts are actually being noticed; if the recognition is arbitrary, it's difficult to differentiate between ""this maintainer has a vendetta against me"" and ""this maintainer forgot to recognise me"".","My perception is that that projects (at least, the ones that have healthy communities) enthusiastically recognise contributions, and project maintainers are acutely aware of the way that a small recognition can matter to contributors. 

However, larger organizations neither recognise nor appreciate the value of those contributions; and often have a very entitled attitude to what they can expect from (often volunteer) maintainers.",Q28|Q13|Q12|Q11
2022-01-10 17:43:48,2022-01-10 17:45:36,0,100,108,1,2022-01-10 17:45:36,R_BJn2P2Qd1Bgxgpb,anonymous,EN,12,,12,,5,4,"3,5,6,7",,5,20,4,2,4,31,,,,Q28|Q11|Q12|Q13
2022-01-10 17:43:22,2022-01-10 17:46:31,0,100,188,1,2022-01-10 17:46:31,R_50AM8NTbzXKnPQ5,anonymous,EN,"7,9,13",,13,Deep Learning,3,3,1,,1,19,3,4,2,30,A cash bonus from my employer was my favorite recognition,"After 18 months of work on a project, nobody from the project leadership gave me any attribution or thanks.",The Apache Software Foundation sucks big time in promoting diversity and equity.,Q28|Q13|Q12|Q11
2022-01-10 19:29:27,2022-01-10 19:36:12,0,100,405,1,2022-01-10 19:36:12,R_2QRMhh0qjkdJ6ZF,anonymous,EN,"8,9,11,12",,12,,3,3,"1,2,5,6,7",,3,19,4,2,4,30,I liked personal shoutouts,"The way the Cloud Native Computing Foundation selects their award winners is opaque and feels totally disconnected from the people actually doing work. The 2021 top committer was significantly less active than many other critical contributors to Kubernetes in 2021 according to its own contributor statistics, for example.",,Q28|Q13|Q12|Q11
2022-01-10 20:49:03,2022-01-10 20:52:46,0,100,222,1,2022-01-10 20:52:46,R_2xLab6Y9x8JUhYa,anonymous,EN,8,,12,,3,2,"3,5,8",mailing list posting,4,19,4,2,3,28,,,,Q28|Q11|Q12|Q13
2022-01-10 22:15:35,2022-01-10 23:21:47,0,100,3972,1,2022-01-10 23:21:48,R_UW0Tnn2WVmqzY65,anonymous,EN,"7,8,9,10,12,15,16",The Open Source movement itself,"4,5,6,7,8,12",,4,3,"2,5,6,7",,4,20,4,3,4,31,"Public mentions, keynote opportunities, blog posts","Some of the younger project members tend to air all their feels through social media, often inappropriately. They resent when this is pointed out.","When I first worked at Apple (before Steve Jobs left) every product release had a “credits and attribution” page in the About menu, just like the credits for a feature film. It was incredibly gratifying to see my work credited. I’ve often thought Open Source projects could really make good use of that ethos.",Q28|Q13|Q12|Q11
2022-01-10 23:39:53,2022-01-10 23:47:34,0,100,460,1,2022-01-10 23:47:34,R_2AMuWfdKTbruwCc,anonymous,EN,"7,8,9,10,17,11,12,13,14",,"6,7,8,10,12",,4,3,"1,2,3,5,7",,4,19,4,3,4,31,"In commit messages, blog posts (eg year in review), thanks at the bottom of release changelogs. ",,,Q28|Q11|Q12|Q13
2022-01-10 23:48:46,2022-01-10 23:51:18,0,100,151,1,2022-01-10 23:51:18,R_2Srl3VHHLQzIKzu,anonymous,EN,17,,"11,12",,2,2,,,4,20,5,1,4,29,,,,Q28|Q11|Q12|Q13
2022-01-11 00:15:31,2022-01-11 00:17:32,0,100,120,1,2022-01-11 00:17:32,R_3g2albekf9JYv3P,anonymous,EN,"8,11,14",,12,,1,2,"1,2",,2,18,4,4,2,31,,,,Q28|Q13|Q12|Q11
2022-01-11 01:27:53,2022-01-11 01:32:36,0,100,282,1,2022-01-11 01:32:37,R_1IgvC1clh3Sgprd,anonymous,EN,"11,12,14,15",,"8,12",,4,6,1,,4,6,6,6,4,32,,,,Q28|Q13|Q12|Q11
2022-01-11 01:32:43,2022-01-11 01:39:32,0,100,409,1,2022-01-11 01:39:32,R_31TAm9XALOUXaLd,anonymous,EN,"10,12,15,16","Open Source Foundation operations ","4,5,14,11,12",,2,2,"5,6,7",,1,19,3,2,1,31,,"Operations gives very little recognition. The most important tasks often have to be kept confidential. And bikeshedding and general nastiness for what people do see is rampant. ","Google AWS Microsoft. None of these give any credit for open source operations work when hiring. ",Q28|Q13|Q12|Q11
2022-01-11 04:37:10,2022-01-11 04:47:16,0,100,605,1,2022-01-11 04:47:16,R_11cQ4lpZ1GKstYq,anonymous,EN,9,,11,,3,2,"1,2,3,5",,4,19,5,2,3,30,"trying to be very intentional about credit in our external communication, eg the project blog and twitter account worked well",,,Q28|Q11|Q12|Q13
2022-01-11 06:21:56,2022-01-11 06:24:52,0,100,176,1,2022-01-11 06:24:53,R_UQM2npijVODGMgN,anonymous,EN,"9,12,15",,"6,7",,3,3,"1,3,4,6",,4,20,5,2,4,29,"Giving credit soon after the contribution was made, in a consistent and public way.","Taking too long to give credit, or only doing it sometimes.",,Q28|Q11|Q12|Q13
2022-01-11 06:27:44,2022-01-11 06:31:33,0,100,229,1,2022-01-11 06:31:34,R_eRT1nv7B89wM4al,anonymous,EN,"10,17,11,12,14",,"5,7,9,12",,2,2,"1,2,5",,3,18,3,4,2,30,"Public ally calling out when people do work is best. People are more likely to see it and it feels sincere. ","People don’t read the contributors page. ",,Q28|Q13|Q12|Q11
2022-01-11 09:09:12,2022-01-11 09:11:31,0,100,139,1,2022-01-11 09:11:32,R_1IWWulsqxSp3Xgc,anonymous,EN,10,,12,,4,4,"1,2,3,5",,5,20,4,2,5,30,,,,Q28|Q11|Q12|Q13
2022-01-11 09:12:21,2022-01-11 09:22:08,0,100,587,1,2022-01-11 09:22:09,R_x59DaRlc4IrzFjr,anonymous,EN,"9,10,17,11,12,14,15",,"7,12",,4,3,"1,2,3,5",,5,19,4,2,5,30,It’s nice when the project maintainers thank you in public on a social media platform.,,"Receiving credit for contributions to open source projects is certainly nice and makes me feel good, but it’s lower on the list of reasons why I contribute.",Q28|Q11|Q12|Q13
2022-01-11 09:25:44,2022-01-11 09:27:30,0,100,105,1,2022-01-11 09:27:30,R_337tBqZPNPHuNoZ,anonymous,EN,"10,17,11,14",,"6,7,12",,1,1,,,,,,,1,28,,,,
2022-01-11 10:27:43,2022-01-11 10:30:49,0,100,186,1,2022-01-11 10:30:50,R_2v2kjlwYd61Nso4,anonymous,EN,"17,12",,"5,12",,6,6,3,,3,19,4,3,3,30,It was specific and accurate,,,Q28|Q11|Q12|Q13
2022-01-11 10:33:55,2022-01-11 10:36:08,0,100,133,1,2022-01-11 10:36:08,R_3RlVs1DN9h62Rgb,anonymous,EN,12,,"5,11",,1,1,,,,,,,3,30,,,,
2022-01-11 10:42:30,2022-01-11 10:45:43,0,100,192,1,2022-01-11 10:45:43,R_sInaC7D2JjsW3Yd,anonymous,EN,"17,15",,"4,8,11,12",,4,4,"1,3,5,6,7",,3,20,4,2,3,30,everybody got credited,"everybody got credited, regardless of task/relevance/work, etc.",,Q28|Q13|Q12|Q11
2022-01-11 10:54:25,2022-01-11 10:58:33,0,100,247,1,2022-01-11 10:58:34,R_3L23aTPk5N77KgX,anonymous,EN,"9,17,11,13",,"11,12",,6,6,"1,2,5,8",Personal communication,3,19,5,3,3,29,Personal validation and recognition through roles and responsibilities,,This isn't really something that concerns me..,Q28|Q11|Q12|Q13
2022-01-11 11:12:08,2022-01-11 11:17:53,0,100,344,1,2022-01-11 11:17:53,R_SVMuBIQLUwR95IJ,anonymous,EN,"10,17,16",CI plugins,"5,6,7,14,8,10,12,13",Virtually any distributed systems written in Java,3,3,"1,2,3,5,8",company communication channels,4,21,1,1,4,30,,,,Q28|Q13|Q12|Q11
2022-01-11 11:16:16,2022-01-11 11:19:51,0,100,214,1,2022-01-11 11:19:51,R_vB1cmO1Htb7HSFP,anonymous,EN,"8,9,10,17,11,12,14,15",,"4,5,6,11,12",,2,2,"1,2,3,8",Tshirt,4,20,1,3,4,28,"Quick, honest, stated plainly","Contributing agreements, legal red tape, etc",,Q28|Q13|Q12|Q11
2022-01-10 22:19:52,2022-01-11 11:28:11,0,100,47299,1,2022-01-11 11:28:12,R_1QEHh5Tz5eStbKV,anonymous,EN,"7,9,10,17,11,13,14,15",,"14,11,12",,3,4,"1,2,3,4,6,7",,4,20,4,2,4,29,,,,Q28|Q11|Q12|Q13
2022-01-11 12:56:04,2022-01-11 12:58:27,0,100,143,1,2022-01-11 12:58:28,R_yrsr7Wba8Z8iTGp,anonymous,EN,"10,17,12",,"5,12",,4,4,"1,3",,3,20,4,2,3,30,,,,Q28|Q11|Q12|Q13
2022-01-11 14:55:08,2022-01-11 14:58:03,0,100,174,1,2022-01-11 14:58:03,R_3HYXnjPQqGRWCtD,anonymous,EN,"8,10,17,11,12",,"5,6,9,12",,2,3,"1,2,3,5,6",,4,18,3,4,3,31,,,,Q28|Q13|Q12|Q11
2022-01-11 15:12:20,2022-01-11 15:20:02,0,100,462,1,2022-01-11 15:20:03,R_ZqxFfbPBlGYVHlT,anonymous,EN,8,,13,everything,5,3,"3,5,6,7,8",in person,4,20,2,1,4,31,,,,Q28|Q11|Q12|Q13
2022-01-11 15:25:14,2022-01-11 15:27:53,0,100,159,1,2022-01-11 15:27:54,R_2duoj601lxaAluo,anonymous,EN,8,,12,,2,2,2,,4,19,3,4,4,29,,,,Q28|Q13|Q12|Q11
2022-01-11 15:24:41,2022-01-11 15:28:26,0,100,225,1,2022-01-11 15:28:26,R_1CvldQD0EksvhLA,anonymous,EN,15,,7,,2,2,"1,3",,3,19,3,4,3,30,Drupal has great ways of giving credits i.e. by tagging folks in issues,Many things require manual work for crediting which isn't always part of the standard workflow,,Q28|Q11|Q12|Q13
2022-01-11 15:41:04,2022-01-11 15:46:35,0,100,330,1,2022-01-11 15:46:35,R_1nVYU476DI3NKAc,anonymous,EN,"17,11,15",,12,,3,4,3,,4,20,3,3,4,31,Thanks in PR and acknowledgement in release notes,Merge without comment,,Q28|Q13|Q12|Q11
2022-01-11 15:57:32,2022-01-11 15:59:57,0,100,144,1,2022-01-11 15:59:57,R_3NEBDQaYz17FLTj,anonymous,EN,"7,8,14",,12,,3,,"5,7",,3,19,2,2,2,29,,,,Q28|Q13|Q12|Q11
2022-01-11 16:32:45,2022-01-11 16:36:31,0,100,225,1,2022-01-11 16:36:32,R_3h4SkhJqmO3pU31,anonymous,EN,"11,12",,6,,4,4,"1,3,6",,3,20,4,2,3,30,,,,Q28|Q11|Q12|Q13
2022-01-11 16:40:53,2022-01-11 16:43:15,0,100,141,1,2022-01-11 16:43:15,R_3DoRJmMAkNoleep,anonymous,EN,"10,11,14,15",,"6,7,12",,2,2,"1,3",,3,18,3,4,3,31,"Just listing out the things they did, along with thanking them for it. Really the crux of it. Automated acknowledgement is fine as long as it’s somewhere visible instead of hidden.",Mainly when there was no way for others to see what had be done or not.,,Q28|Q13|Q12|Q11
2022-01-11 17:00:02,2022-01-11 17:08:07,0,100,484,1,2022-01-11 17:08:07,R_1nTsg5XHkLDZtQV,anonymous,EN,"9,10,17,11,12,14,15",,"4,5,6,7,9,10,12",,2,2,"1,2,5,7",,1,21,5,4,1,31,"Public announcement on every contribution, GitHub sponsorship awarded","* Releases with no notes
* Releases squashing original commits
* Unannounced releases
* Not saying a simple ""thank you""
* Rewriting patches with different approaches, without any credit nor mention
* Bureaucracy in contribution process, making contributions unwelcome","Generally, work should be paid for: for OSS ""it's complicated"", but it is slowly becoming more accepted",Q28|Q13|Q12|Q11
2022-01-11 18:40:01,2022-01-11 18:43:08,0,100,187,1,2022-01-11 18:43:09,R_2YDQILeEYMdtuAr,anonymous,EN,"10,15",,"6,7,10",,5,3,"1,2,5",,5,20,5,1,5,29,,,,Q28|Q13|Q12|Q11
2022-01-11 22:15:05,2022-01-11 22:25:26,0,100,621,1,2022-01-11 22:25:27,R_2fg5Da374kcRAvh,anonymous,EN,"8,17,15,16",Documentation,12,,5,4,"3,4,5",,4,20,4,2,5,30,Durable record of existence and nature of contribution open to everyone's inspection,Effort invested in contribution not always obvious to people not directly participating,,Q28|Q11|Q12|Q13
2022-01-11 23:05:51,2022-01-11 23:09:34,0,100,223,1,2022-01-11 23:09:35,R_1ly3Ac7bkt6Y8uZ,anonymous,EN,"8,11,12,16",Containers,12,,3,3,"1,2,3",,3,20,3,3,2,31,Explicit changelog acknowledgement,,,Q28|Q13|Q12|Q11
2022-01-12 02:10:41,2022-01-12 02:14:54,0,100,253,1,2022-01-12 02:14:54,R_3kv0P72TUSA0I5Q,anonymous,EN,"17,12,14,15,16",Labs and learning,"4,5,6,7,14,10,12,13",Large scale build systems and creative media / art,4,4,"1,5",,3,6,6,6,3,30,I Guess it's nice to have visible to show when looking for jobs or in a negative phase looking for things to be positive about.,"A Pet Peeve is when people take the work and before it has your name on it, do some tangential re-spin, and commit in their name. What annoys me isn't really the credit, but they act like a bad client, who isn't paying you.",,Q28|Q11|Q12|Q13
2022-01-12 04:54:42,2022-01-12 04:57:52,0,100,189,1,2022-01-12 04:57:52,R_2rJjs63uHPfzzvD,anonymous,EN,"8,9,17,11,12",,12,,3,3,"1,2,3,8",Commit messages,3,20,4,3,4,31,,,,Q28|Q13|Q12|Q11
2022-01-11 09:56:42,2022-01-12 08:55:41,0,100,82738,1,2022-01-12 08:55:41,R_3knBGREFLOcixXk,anonymous,EN,"8,10,11,15",,"5,12",,2,2,"1,3",,3,18,3,4,3,29,,,,Q28|Q13|Q12|Q11
2022-01-12 09:11:10,2022-01-12 09:13:51,0,100,160,1,2022-01-12 09:13:51,R_r9CHX0nmhrdqGkh,anonymous,EN,"12,14",,6,,2,2,"3,5,6",,4,19,3,4,2,29,The projects did acknowledge my contribution.,Credits were buried deep in documentation and were hard to find unless you were actually looking for the credits.,,Q28|Q11|Q12|Q13
2022-01-12 10:31:20,2022-01-12 10:32:57,0,100,96,1,2022-01-12 10:32:57,R_22RKIExGBAtjmZ4,anonymous,EN,"12,15",,"4,8",,2,2,"2,3,6",,3,19,3,4,3,30,,,,Q28|Q11|Q12|Q13
2022-01-12 21:27:43,2022-01-12 21:29:35,0,100,112,1,2022-01-12 21:29:35,R_2OU6zi2emBMhhYM,anonymous,EN,12,,4,,2,2,9,,1,18,3,4,1,30,,,,Q28|Q13|Q12|Q11
2022-01-13 09:44:53,2022-01-13 09:48:47,0,100,233,1,2022-01-13 09:48:47,R_3HHyj9UNXo9YnVp,anonymous,EN,"8,11,16",Documentation,"6,12",,3,3,"1,2,3,5,6",,4,20,5,2,4,29,,,,Q28|Q11|Q12|Q13
2022-01-13 17:00:03,2022-01-13 17:02:55,0,100,172,1,2022-01-13 17:02:55,R_d3StCvLT8QCxW93,anonymous,EN,"10,17,11,15,16",Networking,"6,8,12",,2,2,"1,2",,2,19,4,3,2,30,I can't think of anything that really worked well.,"Most projects give people credit by accident, if at all.","I don't think that the infrastructure even exists to credit people for their work, even a basic ""thank you"" except for the very largest, due to a lack of volunteer effort (or staffing headcount) available to do that.",Q28|Q11|Q12|Q13
2022-01-14 03:44:32,2022-01-14 03:49:38,0,100,305,1,2022-01-14 03:49:38,R_2ToxUkkLMoek5f7,anonymous,EN,"10,17,15",,4,,4,3,"1,2,6",,3,20,5,3,4,29,Mentioning in releasnotes and announcements on the blog,,,Q28|Q11|Q12|Q13
2022-01-14 10:54:56,2022-01-14 11:01:07,0,100,371,1,2022-01-14 11:01:07,R_3Em1VQPG1tZHWRQ,anonymous,EN,"11,12,14,15",,8,,4,3,"1,8",Discord (chat app) announcements,3,18,5,6,3,30,"Typed (not generated) username shout-out
Some form of copyright recognition as a code author in the distribution",Editorializing the nature of the contribution without cause,"I wish maintainers knew that they have a recognition responsibility to individual code authors, if not in the License text, then as an AUTHORS file",Q28|Q11|Q12|Q13
2022-01-14 11:37:48,2022-01-14 11:39:46,0,100,118,1,2022-01-14 11:39:47,R_3kbwaeTyZRHG191,anonymous,EN,"9,17,12,15",,13,Developer Tooling,3,3,"1,2,3,5",,4,19,4,3,3,29,,,,Q28|Q13|Q12|Q11
